cluster	gene_id	pval	logFC	gene_name
0	ENSG00000177697	4.2276769580271e-310	2.1583765	CD151
0	ENSG00000167552	2.5260883987962973e-290	2.0261495	TUBA1A
0	ENSG00000179218	3.1088428783931038e-257	2.0436184	CALR
0	ENSG00000170955	3.618956720172482e-186	2.0805092	CAVIN3
0	ENSG00000151366	1.0875045137380432e-166	2.2275283	NDUFC2
0	ENSG00000182196	1.87186603495078e-147	1.7660984	ARL6IP4
0	ENSG00000168090	5.546742721243333e-101	1.6690786	COPS6
0	ENSG00000105655	5.952710567032538e-101	1.592154	ISYNA1
0	ENSG00000126218	7.408908983045764e-100	1.5968177	F10
0	ENSG00000167397	1.1254395817678638e-95	2.1933131	VKORC1
0	ENSG00000100142	3.3481857262058916e-95	1.8162296	POLR2F
0	ENSG00000111786	4.65266979573529e-95	1.7440864	SRSF9
0	ENSG00000137726	5.567809360922365e-92	2.1430504	FXYD6
0	ENSG00000127990	3.12025832128624e-88	1.2255948	SGCE
0	ENSG00000120875	6.798592766650271e-77	1.3339514	DUSP4
0	ENSG00000152684	1.944635614726645e-75	1.9368534	PELO
0	ENSG00000211450	4.425139848631219e-65	1.8861054	SELENOH
0	ENSG00000126945	1.065451235326206e-61	1.8283893	HNRNPH2
0	ENSG00000170540	3.7619780340991535e-55	1.8728013	ARL6IP1
0	ENSG00000255112	1.4062364597564346e-54	1.9105712	CHMP1B
0	ENSG00000165655	4.33917977770716e-54	1.803018	ZNF503
0	ENSG00000176731	7.016700026808346e-52	1.467833	RBIS
0	ENSG00000007944	9.56770018762744e-52	1.0999075	MYLIP
0	ENSG00000185885	2.2174007013160878e-46	1.8668166	IFITM1
0	ENSG00000102030	8.642095332240515e-45	1.9572583	NAA10
0	ENSG00000134285	6.929452400544078e-44	1.9634753	FKBP11
0	ENSG00000179933	5.121139866329628e-40	1.8426551	C14orf119
0	ENSG00000250722	7.489853249930767e-39	1.3441592	SELENOP
0	ENSG00000267280	1.1043642497016464e-35	1.1849828	TBX2-AS1
0	ENSG00000142188	1.2708713944866642e-34	1.0396209	TMEM50B
