cluster	gene_id	pval	logFC	gene_name
3	ENSG00000156508	0.0	-2.5115335	EEF1A1
3	ENSG00000163453	0.0	-1.1586984	IGFBP7
3	ENSG00000167996	0.0	-2.847052	FTH1
3	ENSG00000166710	1.58198701011455e-310	-1.8022292	B2M
3	ENSG00000075624	1.6776499995157918e-305	-1.5367712	ACTB
3	ENSG00000163041	1.2259248532946125e-297	-1.9915468	H3-3A
3	ENSG00000205542	1.5760972931760327e-287	-2.4265232	TMSB4X
3	ENSG00000134532	1.9781660839905685e-280	3.2483602	SOX5
3	ENSG00000100097	6.055728218694572e-276	-2.852411	LGALS1
3	ENSG00000142089	3.9720190716185145e-267	-2.6187856	IFITM3
3	ENSG00000092841	9.267907910755405e-265	-2.0482118	MYL6
3	ENSG00000087086	9.447791124417931e-265	-2.1014237	FTL
3	ENSG00000125148	2.4881937756647966e-260	-2.5958931	MT2A
3	ENSG00000133112	2.1709543299329882e-256	-2.2887292	TPT1
3	ENSG00000187514	9.216301319031177e-256	-2.3088536	PTMA
3	ENSG00000182621	1.826917155665321e-255	2.763984	PLCB1
3	ENSG00000101335	2.827751378235797e-252	-1.7556003	MYL9
3	ENSG00000173812	2.985038859650375e-252	-2.4323683	EIF1
3	ENSG00000101439	2.735646493609923e-251	-2.1749792	CST3
3	ENSG00000157985	5.988455467752365e-250	3.0396976	AGAP1
3	ENSG00000143933	7.788305050622713e-250	-4.5494285	CALM2
3	ENSG00000149806	1.9561308398223008e-247	-2.9868712	FAU
3	ENSG00000185532	1.3667589891544524e-243	2.9676545	PRKG1
3	ENSG00000211445	3.781855280516246e-243	-1.4227715	GPX3
3	ENSG00000251562	2.3743754233709208e-241	-0.29582188	MALAT1
3	ENSG00000026025	1.5440774829314118e-239	-1.8632632	VIM
3	ENSG00000148498	4.7353586560279484e-234	2.9938142	PARD3
3	ENSG00000230590	1.0954924743476717e-233	2.8632379	FTX
3	ENSG00000117020	1.0651703315918026e-231	2.9064207	AKT3
3	ENSG00000111640	1.4637950750662836e-229	-3.041493	GAPDH
3	ENSG00000135404	1.9176978561661576e-229	-2.531102	CD63
3	ENSG00000185633	4.0656883099545695e-227	-2.5634894	NDUFA4L2
3	ENSG00000231721	5.129012928420691e-227	2.785937	LINC-PINT
3	ENSG00000034510	4.128926012560135e-225	-2.4266462	TMSB10
3	ENSG00000133812	9.365461252935352e-223	2.7584703	SBF2
3	ENSG00000131055	1.4236733242266414e-220	-1.8052558	COX4I2
