cluster	gene_id	pval	logFC	gene_name
5	ENSG00000103196	7.481680824815363e-51	1.5447417	CRISPLD2
5	ENSG00000204583	0.0004388169898239	-1.7893746	LRCOL1
5	ENSG00000169429	0.0005374558159096	2.5855784	CXCL8
5	ENSG00000140511	0.0007709627610592	2.251659	HAPLN3
5	ENSG00000169129	0.0015121356761605	-1.4448038	AFAP1L2
5	ENSG00000153714	0.0037402019664776	-0.6128411	LURAP1L
5	ENSG00000185215	0.0049875356532646	1.8227367	TNFAIP2
5	ENSG00000260708	0.0077530838576125	1.8191725	TBC1D22A-DT
5	ENSG00000182871	0.0088545933921748	0.28360364	COL18A1
5	ENSG00000137193	0.0092561238763165	1.8127966	PIM1
5	ENSG00000173559	0.010916113170244	1.5661055	NABP1
5	ENSG00000176170	0.0132637161871118	2.4990253	SPHK1
5	ENSG00000087448	0.0158065317587674	-1.1446127	KLHL42
5	ENSG00000135424	0.0171100262092905	1.0945485	ITGA7
5	ENSG00000077150	0.0191629583831231	1.6349902	NFKB2
5	ENSG00000006327	0.0196548474198542	1.5518222	TNFRSF12A
5	ENSG00000145864	0.0223319281151413	-2.2045767	GABRB2
5	ENSG00000103257	0.0237571300263924	2.5343235	SLC7A5
5	ENSG00000163734	0.0255503915662059	2.18689	CXCL3
5	ENSG00000105447	0.0429441195928651	1.5260794	GRWD1
5	ENSG00000175592	0.0443323239703923	2.7626631	FOSL1
5	ENSG00000130589	0.0454135647856916	1.3485622	HELZ2
5	ENSG00000134294	0.0507729733850735	0.18275078	SLC38A2
5	ENSG00000115841	0.0518038423817145	-1.4467974	RMDN2
5	ENSG00000002933	0.0519437203346527	1.5279047	TMEM176A
5	ENSG00000163938	0.0573036871107679	0.8709805	GNL3
5	ENSG00000125845	0.0573150305503815	1.3393466	BMP2
5	ENSG00000116396	0.0575980849036585	-1.9470853	KCNC4
5	ENSG00000140400	0.0586066090070203	-1.3157172	MAN2C1
5	ENSG00000128342	0.0595290026089625	3.2384508	LIF
5	ENSG00000157240	0.0620929970582861	-1.1163638	FZD1
5	ENSG00000166387	0.0637798269613017	-1.8092371	PPFIBP2
5	ENSG00000105559	0.0675096413575254	1.2679971	PLEKHA4
5	ENSG00000185885	0.0694494414285421	0.7839422	IFITM1
5	ENSG00000134107	0.071583217838018	1.250123	BHLHE40
5	ENSG00000162981	0.0717619518160028	1.7566572	LRATD1
5	ENSG00000155438	0.0723828367865589	0.8916405	NIFK
5	ENSG00000169758	0.0742803543448062	-1.4397402	TMEM266
5	ENSG00000164209	0.0746788031600205	-1.2151166	SLC25A46
5	ENSG00000077092	0.0749062606027414	-3.1219645	RARB
5	ENSG00000165997	0.0756376440802494	1.3304292	ARL5B
5	ENSG00000165868	0.0757175232828298	0.9938636	HSPA12A
