cluster	gene_id	pval	logFC	gene_name
1	ENSG00000177697	2.141630125594709e-184	-2.1577358	CD151
1	ENSG00000167552	3.2160523750628713e-174	-2.0135987	TUBA1A
1	ENSG00000179218	6.2895096066542805e-162	-2.107452	CALR
1	ENSG00000170955	3.6187575331165067e-116	-2.2812326	CAVIN3
1	ENSG00000151366	7.64936035503139e-91	-2.4115083	NDUFC2
1	ENSG00000182196	5.414972927421748e-87	-1.7642498	ARL6IP4
1	ENSG00000127990	1.3746833701655841e-73	-1.4011909	SGCE
1	ENSG00000111786	1.2553337500144032e-69	-2.1867278	SRSF9
1	ENSG00000168090	3.9676865936902773e-66	-1.8230739	COPS6
1	ENSG00000126218	1.413650786839175e-63	-1.6564584	F10
1	ENSG00000105655	4.245608622837977e-63	-1.6389799	ISYNA1
1	ENSG00000137726	9.396759845933866e-52	-2.5345654	FXYD6
1	ENSG00000100142	1.490463785108673e-51	-1.8049891	POLR2F
1	ENSG00000120875	2.0901482667870032e-51	-1.3512819	DUSP4
1	ENSG00000167397	4.357917358696071e-50	-2.4132204	VKORC1
1	ENSG00000152684	2.670000382923195e-41	-2.0698051	PELO
1	ENSG00000007944	3.6303854569592324e-39	-1.1417634	MYLIP
1	ENSG00000211450	4.814477979193978e-38	-2.1752648	SELENOH
1	ENSG00000176731	1.4824796898190688e-36	-1.6969355	RBIS
1	ENSG00000126945	3.1683206757607182e-34	-1.9125074	HNRNPH2
1	ENSG00000250722	1.930753842569751e-33	-1.764403	SELENOP
1	ENSG00000137815	3.42731777188286e-33	-1.093563	RTF1
1	ENSG00000170540	2.6190879326614697e-31	-2.1181743	ARL6IP1
1	ENSG00000160013	4.035708433381257e-31	-0.9584674	PTGIR
1	ENSG00000267280	1.972292563757236e-30	-1.4482305	TBX2-AS1
1	ENSG00000255112	7.634216711861349e-30	-2.0780792	CHMP1B
1	ENSG00000185885	1.4321855315764314e-29	-2.39027	IFITM1
1	ENSG00000165655	3.209175167701877e-28	-1.8052282	ZNF503
1	ENSG00000127324	1.4797151203169908e-27	-1.5301548	TSPAN8
1	ENSG00000142188	6.7961490632682285e-25	-1.0330892	TMEM50B
1	ENSG00000071282	2.2835892210931736e-24	-0.7601242	LMCD1
1	ENSG00000151327	2.899785265460917e-24	-1.3564656	FAM177A1
1	ENSG00000134285	1.8236492978958505e-23	-2.161881	FKBP11
1	ENSG00000179933	3.864788122912538e-23	-2.0174618	C14orf119
1	ENSG00000100603	4.4410826326336704e-23	-1.0388504	SNW1
1	ENSG00000102030	1.6680212142565648e-22	-2.0181541	NAA10
1	ENSG00000203879	3.902060013093148e-21	-0.996871	GDI1
1	ENSG00000183011	6.422508359356992e-20	-1.2892667	NAA38
1	ENSG00000143368	1.079586183081976e-19	-1.7906655	SF3B4
1	ENSG00000106004	1.7166728075684253e-19	-1.7428714	HOXA5
1	ENSG00000143013	8.083013254389773e-19	-1.1770105	LMO4
1	ENSG00000127774	1.0531750418740338e-17	-2.0446804	EMC6
1	ENSG00000148335	1.6788264490311526e-17	-1.5817591	NTMT1
1	ENSG00000123243	1.7435018309679102e-17	-1.1189778	ITIH5
1	ENSG00000153048	2.2630279583591558e-17	-1.384836	CARHSP1
1	ENSG00000167565	3.4400120933661975e-17	-2.4401217	SERTAD3
1	ENSG00000182742	5.620263929664221e-17	-1.9048783	HOXB4
1	ENSG00000184205	8.029006870806733e-17	-0.68204623	TSPYL2
1	ENSG00000122033	1.1064884934040498e-16	-1.417822	MTIF3
1	ENSG00000119185	2.0473534636193335e-16	-1.2357597	ITGB1BP1
1	ENSG00000217128	2.070655676267155e-16	-1.801779	FNIP1
1	ENSG00000155438	2.7391944319280903e-16	-1.860086	NIFK
1	ENSG00000160799	3.5411383054519597e-16	-1.0954932	CCDC12
1	ENSG00000053501	3.9153799847694523e-16	-1.6647657	USE1
1	ENSG00000050130	5.026400596920759e-16	-1.5556422	JKAMP
1	ENSG00000136045	7.379872183945525e-16	-1.5623004	PWP1
1	ENSG00000149196	7.748463002165407e-16	-1.4511505	HIKESHI
1	ENSG00000160783	1.0601497798861537e-15	-2.5118108	PMF1
1	ENSG00000173171	1.1675783401305652e-15	-2.2101314	MTX1
1	ENSG00000151353	2.545611484048971e-15	-1.8460778	TMEM18
1	ENSG00000072682	2.9505497132942226e-15	-1.4630662	P4HA2
1	ENSG00000185808	1.0087008814317511e-14	-2.4906085	PIGP
1	ENSG00000197852	1.1180535368305682e-14	-1.1915556	INKA2
1	ENSG00000118579	1.2851062392394904e-14	-1.3014868	MED28
1	ENSG00000134072	1.3732087062252752e-14	-1.5703975	CAMK1
1	ENSG00000137038	2.2098945629359487e-14	-2.0649452	DMAC1
1	ENSG00000213676	3.252666602109707e-14	-0.9939631	ATF6B
1	ENSG00000130165	4.2666297556173186e-14	-1.6678363	ELOF1
1	ENSG00000146540	5.34360813865269e-14	-1.1870482	C7orf50
1	ENSG00000071462	8.76917331678532e-14	-1.2884504	BUD23
1	ENSG00000120075	9.412586248919331e-14	-2.3618162	HOXB5
1	ENSG00000123353	9.486316270720113e-14	-2.112482	ORMDL2
1	ENSG00000204463	1.069798079570001e-13	-1.1781697	BAG6
1	ENSG00000115216	1.2334970149521878e-13	-1.1776623	NRBP1
1	ENSG00000243678	1.5198736099776885e-13	-2.4382212	NME2
1	ENSG00000266412	1.7546346043692776e-13	-1.4261428	NCOA4
1	ENSG00000134970	2.0456350976675026e-13	-2.1001477	TMED7
1	ENSG00000161999	3.245896776086529e-13	-1.703621	JMJD8
1	ENSG00000178922	5.349369423781879e-13	-1.645317	HYI
1	ENSG00000163536	5.586801829482414e-13	-1.7780461	SERPINI1
1	ENSG00000016864	5.97931477278824e-13	-1.7633103	GLT8D1
1	ENSG00000124383	7.064607191807817e-13	-1.255103	MPHOSPH10
1	ENSG00000124067	7.696824441600672e-13	-1.0551084	SLC12A4
1	ENSG00000140939	7.895961914888602e-13	-1.248726	NOL3
1	ENSG00000126088	9.045182980579662e-13	-1.6141498	UROD
1	ENSG00000112511	9.213149139956862e-13	-0.883365	PHF1
