cluster	gene_id	pval	logFC	gene_name
2	ENSG00000156508	7.855537991873759e-243	1.223265	EEF1A1
2	ENSG00000167996	9.089052860018791e-216	1.2506928	FTH1
2	ENSG00000166710	9.765932378036929e-204	1.0401657	B2M
2	ENSG00000133112	1.9927705823997058e-194	1.1936485	TPT1
2	ENSG00000163041	2.4088636787714182e-185	0.98228973	H3-3A
2	ENSG00000205542	6.453612722798099e-172	1.156312	TMSB4X
2	ENSG00000087086	2.027748774787069e-171	1.034709	FTL
2	ENSG00000187514	6.090465500343458e-169	1.1066617	PTMA
2	ENSG00000163453	1.4376756476779575e-154	0.733002	IGFBP7
2	ENSG00000149806	6.0653980790129925e-152	1.1594081	FAU
2	ENSG00000075624	7.396767869483541e-151	0.8175036	ACTB
2	ENSG00000101439	2.201469803950397e-138	0.96970165	CST3
2	ENSG00000100097	2.7344800795254126e-132	1.0278854	LGALS1
2	ENSG00000142089	4.031871215045677e-132	1.0513	IFITM3
2	ENSG00000251562	4.369511841826051e-121	0.11676282	MALAT1
2	ENSG00000125148	8.15434725790795e-116	1.1138808	MT2A
2	ENSG00000034510	1.5215146217725256e-114	0.9836204	TMSB10
2	ENSG00000152583	1.0168235853791578e-113	0.68571836	SPARCL1
2	ENSG00000140264	7.999617211589295e-110	0.95221484	SERF2
2	ENSG00000092841	1.938573603000005e-109	0.783038	MYL6
2	ENSG00000026025	2.063631453045848e-105	0.7437414	VIM
2	ENSG00000101335	7.477986674408322e-105	0.7099722	MYL9
2	ENSG00000173812	5.334310721194517e-101	0.75679815	EIF1
2	ENSG00000131055	1.146834784841376e-100	0.70484394	COX4I2
2	ENSG00000196531	5.741526081738864e-100	0.96547365	NACA
2	ENSG00000211445	2.0696949301316369e-91	0.53667444	GPX3
2	ENSG00000113140	3.600529432071978e-90	0.46030644	SPARC
2	ENSG00000135404	1.022939234635021e-87	0.7783246	CD63
2	ENSG00000185633	1.4083874737965714e-83	0.8057859	NDUFA4L2
2	ENSG00000111640	2.9981997601319526e-81	0.8164123	GAPDH
2	ENSG00000131097	6.655006663563725e-76	0.6459514	HIGD1B
2	ENSG00000182621	1.584970123390723e-74	-2.4383023	PLCB1
2	ENSG00000185532	2.684983967092796e-74	-2.5284638	PRKG1
2	ENSG00000122786	1.8060702825107202e-73	0.081794076	CALD1
2	ENSG00000221983	3.593403375739333e-73	0.8733734	UBA52
2	ENSG00000136156	9.845660479827637e-73	0.54985094	ITM2B
2	ENSG00000149131	2.6727502520211507e-69	0.6027173	SERPING1
2	ENSG00000143933	8.56384089977311e-67	0.828712	CALM2
2	ENSG00000198467	4.639688623778904e-59	0.55777615	TPM2
2	ENSG00000104529	4.698653384555432e-59	0.79492694	EEF1D
2	ENSG00000156218	5.887171902440953e-58	-2.0138476	ADAMTSL3
2	ENSG00000204628	9.738190428609457e-58	0.7997754	RACK1
2	ENSG00000143248	1.1593938013459391e-57	1.0215799	RGS5
2	ENSG00000134532	1.29474850691512e-57	-2.5409515	SOX5
2	ENSG00000175899	1.359140068197951e-57	0.35558155	A2M
2	ENSG00000076641	9.187273093189085e-57	-1.5069884	PAG1
2	ENSG00000137672	1.161070544884163e-56	-1.734612	TRPC6
2	ENSG00000123349	1.902727709024681e-55	0.84797996	PFDN5
2	ENSG00000165895	5.78213067978161e-55	-1.797519	ARHGAP42
2	ENSG00000230590	1.7661810877755363e-54	-2.3354282	FTX
2	ENSG00000145012	5.556419925988969e-53	-1.5355558	LPP
2	ENSG00000182492	6.584307140070503e-53	0.3735535	BGN
2	ENSG00000068697	1.7162562027987506e-52	0.5258227	LAPTM4A
2	ENSG00000140319	5.069816202793233e-52	0.61135453	SRP14
2	ENSG00000102265	1.8179582909653169e-50	0.58160734	TIMP1
2	ENSG00000104067	2.337803221455596e-50	-1.5959704	TJP1
2	ENSG00000144724	1.1710777990369774e-49	-1.9088726	PTPRG
2	ENSG00000198873	4.1411205916651426e-49	-1.7324448	GRK5
2	ENSG00000131378	3.7152426548112426e-48	-1.5636041	RFTN1
2	ENSG00000058866	7.374636454545091e-48	-1.8073899	DGKG
2	ENSG00000157985	1.867985541806789e-47	-2.3283734	AGAP1
2	ENSG00000145741	2.2244825256492907e-47	0.6134521	BTF3
2	ENSG00000185201	3.2062012183156274e-47	0.74248844	IFITM2
2	ENSG00000152818	4.249296001762409e-47	-1.6653037	UTRN
2	ENSG00000102780	4.671940672943372e-47	-1.7835402	DGKH
2	ENSG00000114541	5.4369182836381e-47	-1.5689344	FRMD4B
2	ENSG00000109452	8.98921790030922e-47	-1.7733132	INPP4B
