cluster	gene_id	pval	logFC	gene_name
3	ENSG00000205542	4.80701786451342e-10	-0.2425941	TMSB4X
3	ENSG00000260032	7.406480665242147e-08	1.6499735	NORAD
3	ENSG00000134954	1.6680087077815746e-07	1.6402581	ETS1
3	ENSG00000142089	1.3794770225624597e-06	-0.24297649	IFITM3
3	ENSG00000197081	1.4260909913048885e-06	1.6965516	IGF2R
3	ENSG00000129003	2.333926713800128e-06	1.520664	VPS13C
3	ENSG00000138119	2.7904999781691782e-06	1.7055385	MYOF
3	ENSG00000138760	3.3600689574124053e-06	1.5310881	SCARB2
3	ENSG00000167202	3.565818173133297e-06	1.4017881	TBC1D2B
3	ENSG00000162545	5.2555657425202025e-06	1.5504421	CAMK2N1
3	ENSG00000197256	6.445097774681783e-06	1.4028329	KANK2
3	ENSG00000183853	7.631768415222506e-06	1.9855633	KIRREL1
3	ENSG00000165959	8.143817525332243e-06	1.2391137	CLMN
3	ENSG00000171988	1.141046180725954e-05	1.270887	JMJD1C
3	ENSG00000134352	1.3101656709026496e-05	1.227776	IL6ST
3	ENSG00000110651	1.44958631857582e-05	1.1871333	CD81
3	ENSG00000184009	1.4506515949206234e-05	0.0871954	ACTG1
3	ENSG00000131711	1.7797584287372214e-05	1.1793088	MAP1B
3	ENSG00000115464	1.908299214179839e-05	1.3877655	USP34
3	ENSG00000113361	2.073430890895753e-05	1.0878294	CDH6
3	ENSG00000071051	2.177692399753147e-05	1.211042	NCK2
3	ENSG00000196712	2.2776334802587943e-05	1.4735823	NF1
3	ENSG00000131097	2.5753168432433005e-05	-0.020256015	HIGD1B
3	ENSG00000134250	2.849724538975644e-05	1.3340973	NOTCH2
3	ENSG00000138735	2.9604965365975e-05	1.2833023	PDE5A
3	ENSG00000052841	3.233063240670019e-05	1.3755425	TTC17
3	ENSG00000159674	3.29377425099582e-05	1.0888721	SPON2
3	ENSG00000115419	3.363467202754483e-05	1.6877277	GLS
3	ENSG00000148541	3.4555957528156195e-05	1.1006985	FAM13C
3	ENSG00000140575	3.616467148642423e-05	1.3067169	IQGAP1
3	ENSG00000153317	3.756226446776777e-05	1.2558951	ASAP1
3	ENSG00000198408	3.7915159720091935e-05	1.4352772	OGA
3	ENSG00000007168	3.846837371872848e-05	1.2964003	PAFAH1B1
3	ENSG00000131873	3.854931298525635e-05	1.6318907	CHSY1
3	ENSG00000117298	4.321834669796981e-05	1.1074917	ECE1
3	ENSG00000050405	4.816415259112544e-05	1.2330369	LIMA1
3	ENSG00000074755	6.078199994945165e-05	1.8633167	ZZEF1
3	ENSG00000198961	6.128298231740433e-05	1.2748023	PJA2
3	ENSG00000054523	6.708851876241191e-05	1.6078444	KIF1B
3	ENSG00000137501	6.724088178367834e-05	1.494271	SYTL2
3	ENSG00000253729	7.03577801693247e-05	1.4608194	PRKDC
3	ENSG00000004399	7.414456324091607e-05	1.259807	PLXND1
3	ENSG00000205730	7.964914626920018e-05	1.5714718	ITPRIPL2
3	ENSG00000176915	8.671427189251052e-05	1.3531677	ANKLE2
3	ENSG00000035403	8.71420542759328e-05	1.024646	VCL
3	ENSG00000117114	8.778746807144241e-05	1.371532	ADGRL2
3	ENSG00000134744	9.049531928456732e-05	1.4249663	TUT4
3	ENSG00000008294	9.563744007508414e-05	1.2901546	SPAG9
3	ENSG00000116001	0.0001120259018185	1.4524012	TIA1
3	ENSG00000078369	0.0001187826242592	1.3082943	GNB1
3	ENSG00000081923	0.0001189655180012	2.2972026	ATP8B1
3	ENSG00000116604	0.0001192010572912	1.404488	MEF2D
3	ENSG00000100030	0.0001215540734787	1.4782528	MAPK1
3	ENSG00000174099	0.0001231380018163	1.2538284	MSRB3
3	ENSG00000083857	0.0001319002436458	1.2228745	FAT1
3	ENSG00000133401	0.0001320444091297	1.2862324	PDZD2
3	ENSG00000119729	0.0001381147650805	1.4653208	RHOQ
3	ENSG00000154380	0.0001433524498362	1.491573	ENAH
3	ENSG00000109920	0.0001488090624553	1.1358464	FNBP4
3	ENSG00000075391	0.000150562128821	1.1162833	RASAL2
3	ENSG00000121075	0.0001515444371422	1.4188428	TBX4
3	ENSG00000115414	0.0001573958790563	1.4197725	FN1
3	ENSG00000123933	0.0001658028752435	1.2297721	MXD4
3	ENSG00000204262	0.0001686857335894	1.234117	COL5A2
3	ENSG00000100354	0.0001788440757014	1.1009523	TNRC6B
3	ENSG00000101384	0.0001813164845033	1.3989851	JAG1
3	ENSG00000134243	0.0001892110083301	1.001305	SORT1
3	ENSG00000184384	0.0001894945017199	1.4140239	MAML2
3	ENSG00000065534	0.0001984410747326	0.96356446	MYLK
3	ENSG00000125844	0.0002009101322776	1.0414077	RRBP1
3	ENSG00000169926	0.0002111676138646	1.3759699	KLF13
3	ENSG00000160551	0.0002129695108346	1.4380325	TAOK1
3	ENSG00000090863	0.0002194835320515	1.1347628	GLG1
3	ENSG00000166147	0.0002408247822474	1.6750201	FBN1
3	ENSG00000174231	0.0002520788463531	1.3975855	PRPF8
3	ENSG00000170242	0.0002581327528592	1.4725547	USP47
3	ENSG00000112739	0.0002603082052239	1.0838104	PRPF4B
3	ENSG00000187800	0.0002677779362363	1.1488202	PEAR1
3	ENSG00000107581	0.0002860555542763	1.2679831	EIF3A
3	ENSG00000188895	0.0002980968400112	1.4309973	MSL1
